0,1,2,3,4,5,6,7,8,9,label
58.0,52.0,73.0,95.0,5.0,103.0,0.0,56.0,51.0,58.0,false
57.0,52.0,65.0,78.0,20.0,82.0,20.0,82.0,51.0,57.0,false
57.0,67.0,82.0,97.0,0.0,102.0,0.0,52.0,51.0,44.0,false
43.0,50.0,37.0,85.0,15.0,84.0,15.0,84.0,50.0,43.0,false
43.0,66.0,81.0,96.0,0.0,101.0,0.0,102.0,50.0,43.0,false
43.0,49.0,27.0,65.0,36.0,63.0,36.0,55.0,50.0,43.0,false
43.0,66.0,81.0,96.0,0.0,100.0,0.0,61.0,50.0,43.0,false
43.0,32.0,82.0,22.0,76.0,24.0,76.0,40.0,49.0,43.0,false
44.0,52.0,67.0,15.0,90.0,18.0,92.0,49.0,56.0,63.0,false
65.0,61.0,77.0,93.0,20.0,101.0,20.0,74.0,62.0,71.0,false
72.0,69.0,86.0,104.0,21.0,111.0,20.0,120.0,72.0,81.0,false
82.0,78.0,95.0,25.0,110.0,29.0,110.0,60.0,68.0,77.0,false
76.0,71.0,88.0,23.0,105.0,24.0,105.0,25.0,64.0,72.0,false
71.0,67.0,84.0,20.0,101.0,25.0,107.0,25.0,63.0,71.0,false
72.0,61.0,41.0,8.0,117.0,0.0,132.0,49.0,65.0,60.0,false
59.0,60.0,39.0,75.0,56.0,70.0,55.0,69.0,60.0,51.0,false
49.0,37.0,88.0,24.0,80.0,27.0,80.0,38.0,52.0,46.0,false
46.0,51.0,66.0,14.0,86.0,15.0,85.0,32.0,51.0,58.0,false
57.0,33.0,83.0,97.0,0.0,102.0,0.0,74.0,51.0,43.0,false
43.0,32.0,81.0,21.0,75.0,23.0,75.0,24.0,49.0,43.0,false
42.0,49.0,37.0,84.0,14.0,83.0,14.0,83.0,49.0,42.0,false
42.0,49.0,62.0,13.0,82.0,14.0,82.0,30.0,48.0,55.0,false
55.0,31.0,79.0,21.0,74.0,22.0,74.0,31.0,48.0,42.0,false
41.0,31.0,40.0,8.0,87.0,8.0,87.0,38.0,47.0,55.0,false
55.0,64.0,16.0,75.0,22.0,73.0,22.0,73.0,47.0,55.0,false
54.0,48.0,69.0,31.0,61.0,33.0,61.0,40.0,47.0,54.0,false
54.0,30.0,16.0,2.0,96.0,0.0,96.0,15.0,48.0,54.0,false
54.0,48.0,68.0,89.0,5.0,96.0,0.0,61.0,48.0,54.0,false
54.0,48.0,68.0,31.0,61.0,33.0,61.0,34.0,47.0,54.0,false
54.0,48.0,60.0,12.0,80.0,13.0,80.0,28.0,47.0,54.0,false
54.0,30.0,77.0,20.0,72.0,21.0,72.0,29.0,47.0,40.0,false
40.0,62.0,16.0,73.0,21.0,72.0,21.0,67.0,47.0,54.0,false
53.0,30.0,77.0,20.0,72.0,21.0,72.0,26.0,46.0,40.0,false
40.0,30.0,77.0,19.0,71.0,21.0,71.0,22.0,46.0,40.0,false
39.0,47.0,25.0,62.0,32.0,60.0,32.0,56.0,46.0,40.0,false
40.0,62.0,76.0,90.0,0.0,94.0,0.0,87.0,47.0,39.0,false
39.0,62.0,15.0,72.0,21.0,71.0,21.0,66.0,46.0,53.0,false
54.0,49.0,71.0,35.0,65.0,45.0,67.0,47.0,59.0,66.0,false
70.0,62.0,95.0,137.0,0.0,165.0,0.0,138.0,90.0,104.0,false
105.0,97.0,83.0,91.0,130.0,75.0,143.0,86.0,119.0,127.0,false
127.0,153.0,164.0,201.0,0.0,217.0,0.0,207.0,109.0,108.0,false
106.0,100.0,156.0,105.0,103.0,127.0,101.0,108.0,103.0,104.0,false
103.0,113.0,118.0,109.0,76.0,137.0,75.0,141.0,111.0,121.0,false
120.0,97.0,67.0,19.0,206.0,0.0,203.0,10.0,98.0,106.0,false
107.0,101.0,113.0,38.0,118.0,39.0,115.0,35.0,67.0,71.0,false
71.0,81.0,68.0,112.0,15.0,112.0,0.0,129.0,63.0,57.0,false
56.0,59.0,43.0,26.0,104.0,20.0,103.0,22.0,61.0,54.0,false
55.0,57.0,42.0,100.0,21.0,98.0,21.0,53.0,59.0,54.0,false
54.0,41.0,54.0,11.0,104.0,13.0,104.0,19.0,58.0,54.0,false
54.0,62.0,42.0,99.0,20.0,97.0,21.0,49.0,58.0,53.0,false
53.0,41.0,95.0,28.0,86.0,32.0,86.0,34.0,59.0,54.0,false
53.0,57.0,42.0,99.0,21.0,97.0,21.0,98.0,60.0,54.0,false
54.0,78.0,95.0,114.0,0.0,121.0,0.0,122.0,61.0,54.0,false
54.0,57.0,42.0,98.0,20.0,97.0,21.0,97.0,59.0,54.0,false
54.0,77.0,22.0,89.0,32.0,86.0,32.0,61.0,59.0,66.0,false
66.0,40.0,22.0,88.0,31.0,86.0,31.0,54.0,58.0,66.0,false
66.0,61.0,82.0,108.0,0.0,116.0,0.0,58.0,58.0,64.0,false
64.0,55.0,32.0,6.0,106.0,7.0,116.0,60.0,58.0,51.0,false
51.0,75.0,92.0,110.0,0.0,116.0,0.0,64.0,58.0,51.0,false
51.0,55.0,81.0,43.0,68.0,47.0,67.0,47.0,57.0,64.0,false
64.0,59.0,73.0,89.0,20.0,94.0,20.0,94.0,57.0,64.0,false
63.0,58.0,80.0,42.0,67.0,46.0,67.0,55.0,57.0,63.0,false
63.0,38.0,50.0,10.0,99.0,11.0,114.0,0.0,57.0,63.0,false
63.0,38.0,91.0,26.0,83.0,28.0,83.0,53.0,55.0,50.0,false
50.0,54.0,31.0,71.0,44.0,67.0,46.0,68.0,59.0,54.0,false
54.0,41.0,57.0,14.0,117.0,17.0,138.0,5.0,70.0,77.0,false
77.0,51.0,111.0,43.0,94.0,51.0,95.0,56.0,76.0,74.0,false
73.0,57.0,76.0,126.0,20.0,122.0,0.0,124.0,77.0,75.0,false
75.0,71.0,52.0,82.0,85.0,73.0,84.0,75.0,79.0,78.0,false
78.0,75.0,58.0,83.0,89.0,73.0,89.0,75.0,79.0,71.0,false
67.0,90.0,74.0,91.0,47.0,94.0,47.0,95.0,71.0,67.0,false
67.0,54.0,115.0,49.0,98.0,64.0,97.0,64.0,76.0,71.0,false
71.0,68.0,50.0,80.0,74.0,72.0,73.0,71.0,71.0,61.0,false
57.0,63.0,83.0,108.0,7.0,114.0,0.0,114.0,57.0,63.0,false
63.0,37.0,20.0,84.0,27.0,82.0,27.0,81.0,53.0,62.0,false
61.0,53.0,70.0,15.0,90.0,17.0,90.0,28.0,53.0,61.0,false
61.0,36.0,19.0,3.0,108.0,0.0,108.0,0.0,54.0,60.0,false
60.0,70.0,19.0,82.0,26.0,80.0,26.0,79.0,53.0,61.0,false
60.0,53.0,29.0,5.0,101.0,6.0,109.0,0.0,55.0,48.0,false
48.0,71.0,19.0,81.0,26.0,79.0,26.0,77.0,53.0,61.0,false
60.0,70.0,19.0,81.0,26.0,79.0,26.0,46.0,53.0,60.0,false
60.0,54.0,39.0,90.0,17.0,89.0,17.0,88.0,53.0,46.0,false
46.0,70.0,86.0,24.0,79.0,26.0,79.0,26.0,52.0,47.0,false
46.0,52.0,38.0,25.0,87.0,20.0,87.0,20.0,54.0,47.0,false
47.0,55.0,38.0,90.0,16.0,89.0,16.0,45.0,52.0,47.0,false
46.0,55.0,76.0,37.0,65.0,41.0,65.0,42.0,53.0,60.0,false
60.0,55.0,75.0,37.0,65.0,41.0,65.0,42.0,53.0,60.0,false
60.0,54.0,75.0,99.0,6.0,98.0,0.0,106.0,53.0,59.0,false
